x,y,label,text
10.4388685,11.133306,5,"  No.  This Team does not get nervous.  We are a very poised, confident group.  We are prepared to go out and play each and every game, and this week "
6.5063076,12.75776,2,"I was trying to put away the hitter. For me something very big because that hitter is very big right now, he's on fire. And it's taking something spec"
9.366247,10.740885,2,"I mean, I think certainly early in the season that was a major factor. As the season has progressed, it's become less and less of a factor, but it's b"
8.570665,12.856526,7,"We've been talking a lot. Talk a little bit about baseball, talk about his workouts, and other stuff. He's in a good place."
6.129106,12.454808,7,"  Yeah, absolutely.  It's gorgeous out here.  Really made it super fun having so many people watch, even though it wasn't official spectators."
8.4869585,14.891543,1,"I'm not thinking.  That's something that me and Matt have connected on before.  Incredible look by Matt, and I just had to do the easiest part and put"
10.012877,10.278904,2," Why, because they are all so good and they have done so many good things in golf.  They have won so many tournaments, their golf game is just close t"
6.1859407,13.68882,2," Yeah, yeah, it's much better with my technique.  It's much better and now on I knew on hardcourt I couldn't play good.  I could play good, but now, I"
10.725491,10.953395,2,"I think it made a difference. We ran second, led some laps, ran second all day. We were just a little bit off on speed from the 18 I felt like."
10.665792,12.317229,2,"Yeah, it just depends on what type of hitter you are. Some people stick to your approach. Some people try to play along a little bit and kind of get a"
11.439044,12.769829,5,  I felt like that a little bit.  I notice that Ally would always make it on top of me so I thought I was good motivation for her.
11.165751,12.111578,2,"  Oh, my God.  (Laughs) I'm done.  It was a struggle today, especially off the tee.  I think I was spending more time with the crowd than I was inside"
10.135976,12.529254,3,"This is something that, like I said, he came in yesterday and felt it a little bit and had these little spasms. Today he woke up and it was a lot wors"
6.4042444,14.151023,4,"Well, I wouldn't expect the worst strikeout Team to be in the World Series, you know what I'm saying? So I expect them to be good and they are really "
8.302921,13.8624935,2, You've had an incredible season this year.  What do you put it down to?  You've been winning almost every other week.
10.47292,10.355355,4,"First of all, I'll certainly give Salisbury the credit they deserve.  I thought they played a very good game today, very disciplined on offense, and t"
9.220177,11.489109,7," Oh, absolutely.  What can I tell you? Three days, I have been all day in the place here trying to play some tennis.  Finally I could go out yesterday"
7.920949,13.190071,7,"  The snarl?  I kind of just did it.  I've never really made that face before, like ever in my really entire life.  Kind of just happened in the midst"
6.3605413,13.380057,2," I don't know.  I haven't played on stadium.  But compared to the other courts, it is slower, yeah.  It is a little bit difficult for a serve and voll"
9.159442,13.588415,5,"I echo that. When you have a place that you're proud of that you can go and say, This is such a beautiful field, let's all meet there, let's get toget"
8.537525,15.122675,7,"  I'm definitely going to take some time off again.  I took a couple days off before this event, spend it with family.  I'm turning 23 on Wednesday an"
10.46573,9.9542,5,"I'll second that.  They are tremendous players but even better people off the field.  I mean, just their leadership and their charisma is very easy to"
10.208499,9.789189,6," Oh.  He is going to be tough.  I mean, he is very good player.  He is the top player.  So it is going to be tough."
9.190125,14.205544,6," I am not really looking that far ahead, playing Michael.  Right now I'm concerned about playing Enqvist and I will worry about it when the time comes"
9.753445,13.940842,2,"Well, blocking against Jazz Sweet is pretty frustrating, I'm not going to lie but I think we did a pretty good job of staying patient. They were going"
10.97496,11.574095,5,"All of them. I feel great, ready to go. This is exactly what I needed to get through here and get a little momentum built up. So feel good about all o"
6.8391666,11.694091,5,"  Well, I guess to me, it just means that I played on some very good Teams, that's all.  Fortunate to be on the Teams that have made it this far."
8.466706,10.0759115,7,"Obviously, there's measures in this contract that allow for the club to extend the payouts a few extra years in the contract that allows the immediacy"
6.456022,12.364442,1,"Of course. That's always going to help. And, again, like I said before, every Team here is looking for starters because you can never have enough. Tha"
7.4191074,13.572392,4,"I truly believe -- we had opportunities today. We've been doing really well, driving in runs with men in scoring position; it just didn't happen today"
7.0309095,15.064214,7, To early to get in any kind of sense for me.  I don't think I have that much of a feel for the tournament yet.
9.734205,9.706976,1,"No, we're not practicing that, but I have some knowledge about that. So we share the knowledge with the girls, and we take the decisions -- I talk to "
10.840881,13.155674,6, I would say so.  Obviously depends on what we get tomorrow.  But I think these are the conditions you expect when you come over here.
8.704959,11.961356,2," Well, the 15 majors, but obviously that would be something very, very special.  I think so, yeah.  But hopefully before I get to 15, I'm up at 90."
7.999254,15.233004,7,"Yeah, it's a good question. I'm not the hiring authority, so I don't know, but I think it's important that we have really strong women in positions of"
9.624615,9.99236,2, I dived because I had to get the point and there was a little bit of luck and I got it.
7.9826946,15.470138,3,"I'm actually looking at him right now, he just walked in my office. We haven't talked yet. I'm going to find out his status. He's going to talk to you"
8.44813,10.242524,2," Yeah, I would definitely say so.  The approaches are also difficult to play in this kind of windy conditions, but still, I think it gives her more pr"
6.731693,13.504774,2,  You don't get a chance to know each other too well.  The thing I know about him is he is a great leader for his football Team and he is a great play
10.213869,9.574243,2,"There was a lot of things that could happen with lap cars, him guessing wrong, me being able to run the bottom or run the top or get a good run or som"
8.495083,9.806727,2,"Marisnick? Jake is an impact defender, he's got some base running skills that we can utilize hitting in front of the pitcher. He's got a little bit of"
9.258671,13.146126,7,"  It was fun.  It's nice having my brother on the bag, but it's cool.  This is the first time dad has caddied for me since I've been on tour."
6.3399143,14.962033,3," Obviously, it didn't.  Usually I play pretty well when I have an injury, but normally I don't make it a habit."
7.919706,10.897816,5,I think we obviously have to respond from last night.  It's always about what's in front of you.  Whatever is behind is in the past.  You have no cont
9.662,9.435049,1,"  Yeah, you know, we realized what they were doing defensive-wise, so we had a much better offensive output in this game, move the ball, move the ball"
7.337956,13.287348,7,"Yeah, to be honest, we haven't talked all about it. I know he had a great run. I think we all respect his career beyond just that. Yeah, just trying t"
10.355626,9.597586,2,"No, for me, he just got -- he starts the game, he gets a little quick. But then he settled down for a little bit and then Chirinos hit a good change-u"
9.802167,12.279468,2,  Probably on 16.  That was the longest putt that I holed today.  It was kind of across the green down there by the water.
6.9495564,14.970952,5," No.  Each one wants to do the best she can.  But we don't think ""I want to be better than my sister.""  Each one wants to do the best she can, but for"
8.931723,14.859805,5," Absolutely.  I'd like to see Michelle, although I didn't want her to win on Sunday because I wanted to win, but as it turned out neither of us won; o"
10.128157,10.206706,4,Michigan State was a physical Team.  They dominated us in all three aspects of the game.  I thought they were a really well coached Team and physical 
7.0912247,12.124495,6,"Well, we feel like we're -- two years ago now this next year we feel like coming into this next season that's going to be the goal. It should be when "
8.443461,14.913687,5,"I agree with everything they said. I couldn't have asked for a better senior year, and I'm just so thankful for everyone (tearing) Texas A&M volleybal"
8.940922,11.333749,2,"Yeah, absolutely, I got a couple to fix up about my mechanic, and I want to work this offseason about that."
10.615476,12.69825,7," Not many people would, but if someone starts to mention, hey, this and that the other, I say listen I could careless."
7.7815623,13.126518,2,"Yeah, that line's been great for us whenever they're together.  Robby came in, brought some speed, some legs.  Looked pretty good."
10.008687,12.406402,2, Not particularly.  I think surface probably suits him a little more than it suits me.  Probably more comfortable on this than he is on grass.
9.018127,14.657288,5,"Obviously very proud to have followed Fernando Valenzuela, obviously something historic, and something that I'm obviously very happy about, very happy"
6.8555408,15.123851,5,I don't know about it is remarkable.  I think it is a testament of what people can endure or persevere.
6.8419604,12.136944,2,"Well, you're right, he was good in the No. 1 spot.  He was playing well, he likes to play fast, he was comfortable playing in the No. 1 spot.  Get out"
9.943595,11.795626,5,"Enjoy it. Honestly, it's stuff you gotta go through. I got a lot of advice from friends of mine. Kevin Cash, he's one of them. Something you gotta go "
6.0499077,12.4082575,5,"  Well, I don't know if that's true or what it is.  I think preparation and opportunity, those two things combine, good things happen."
7.4564166,14.835187,7,"  Definitely feel a certain level of disconnection.  When you're here, you very much feel like you're in a bubble and kind of secluded and separated f"
9.828254,9.814246,2, Is this the best win that you have ever had against a big player or have you beaten another top player?
9.760668,10.351461,7,"  I tell you tomorrow.  It is nothing knew to me.  I mean, I have been playing singles, doubles, mixed doubles at the tournaments, so it is no differe"
7.7223015,14.345691,2," I will ask Tiger the same question after being the lead now at 6-under.  Some thoughts on your round today, and if you could go through your round ca"
9.885119,9.5693035,2,"  You know, just being aggressive.  Taking the same shots that I took last game, and just having confidence in that.  My Teammates have confidence in "
10.676508,9.862666,2," There was a serve.  It is difficult from the other side to judge a serve, but I felt it was out."
5.774173,14.162309,7,"And one more thing to add, the humidors don't really address the issue of drag. The humidors will affect the coefficient of restitution, but sort of t"
6.5550494,13.463596,2,"  I think what everybody sees in them, they are very athletic.  They don't give up a lot of big plays and they make good plays."
11.2844,12.384332,7, I am just going to let the Europeans do it because we are on deadline and if we want to go back to English we can.
6.238448,13.351442,2,"No, I don't think so.  He's a good defender, and I mean, I only one scored goal, so he did his job, I guess, and he played his position well."
9.636267,12.281177,8,"It was pretty clear??̻<U+0080><U+0091>cut. The 21 hung a left, drove those guys down below the line. We called that twice on the 22 car during the ra"
10.03318,12.807962,5,"Well, it's obviously a different experience.  Something that I'll definitely remember.  Something  that I'll look back on with fond memories."
11.331916,12.16479,5,"Melanie, thank you so much. I want to echo as well your dad, truly amazing and inspiring, Mike. Definitely want to thank him for all of his efforts, a"
8.2652855,12.2526245,2,"Again, an incredible look by Matt Moore.  He did the grit, and I just saw a shooting lane and I took it.  But Matt Moore did an incredible job, eyes u"
8.305324,10.651034,4,"Obviously we played a lot of world-class Teams in this tournament. But this performance would probably be one to remember by the players themselves, g"
8.126985,10.622105,2,"They positioned themselves pretty well. But we hit some balls hard. Trea hit a couple balls hard today, actually three balls hard. We've just got to k"
9.450734,10.600125,4,  It feels pretty good.  It is always good to win a Grand Slam title even in mixed.  I think very special and you only have so many chances to win the
10.696004,12.610535,7,My mom is someone that I talk to a lot and obviously she helped me out this morning. We had coffee. Just gave me some words of encouragement.
8.421095,9.914281,2,He's been vital to our run up to this point.  There's no question about that.  We are not here without him playing at such a high level.
10.567332,12.529452,1,"Good afternoon, everyone. I have a couple of topics that I would like to cover and then obviously I will take questions, some of which I may answer."
11.408438,12.686118,7,I am just very happy to be there.  It is just -- it is no time to be surprised or not to be surprised.
8.940337,10.717118,6," He's going to come out swinging, he's got a really nice backhand and he's been playing well all week, and I hope I can put the pressure on him and se"
5.997557,12.980864,2,I will still working on the same thing because like the first two hole I keep thinking about the outcome and I don't have good commitment at all.
9.097353,9.885445,2,"  I thought to myself, I said, I tried to get a pitch to hit and he made a good pitch.  That was a fastball and I handled it."
11.234524,11.825207,4,"  It was a good settler.  I felt like I started fine, a little bit more steady than yesterday, so to roll that birdie in was good to gain some momentu"
8.091161,15.524116,5,"  I'm doing the same thing.  I'm gassing him up.  I feel like I'm putting that battery in his back.  There's a lot of times I tell him, ""Don't pass."""
8.558042,10.080887,5,"I think that's an Individual thing. Players have to pick themselves up. Management or anyone can go out and give advice, but at the end of the day, it"
6.8864903,15.124585,7,"Let me just add to that, that when Lloyd says we have no idea, you could interpret that to mean that nobody in this world has any idea because, if Llo"
10.076519,12.751202,5,"Obviously you can always shut the short.  So maybe give them something different.  Coach Conry was like  Nope, we're sticking to who we are and what w"
10.0027485,9.358896,4," When I am out there, it feels like it would be nice to know that I am a serving a little bit better and not miss easy shots at breakpoints, or game p"
8.173507,10.3153105,4," When you win a few matches, I beat good players, then you get more confidence and then you know that you can beat good players.  So that has happened"
11.621551,11.863264,8,"It's not what I want to be here talking about. And hopefully when AJ gets in here, he'll get back to talking about Game 3 and this series."
10.627071,12.740438,8,"To be honest with you, that probably helped distract me through the majority of the week. Just being able to talk about something else, not being so c"
10.778529,11.682797,4,"Yeah, it's been a long year, up and down.  All worth it in the end.  Obviously a little bonus scoring that goal last night, too."
9.617586,11.360167,2," Yeah, not really-- and after they broke us, she got very confident.  She started to psych up and going for the shots."
6.9474487,14.019785,3,He felt something when he went to block that ball in his hip flexor. We don't know the severity of it yet. We'll know more tomorrow. But it is his rig
9.213053,9.599349,7,"ORLANDO HERNANDEZ (Through Leo Astacio)   I have given thought to everyone on their Team.  Luis Gonzalez, he's a member of that Team and I have though"
9.29112,11.602011,4,"  Yeah, well, I knew that today playing in the morning, especially early, was going to be much more difficult than yesterday, as was shown by the scor"
11.708674,12.2616205,6," First, to rest, then I will see what other tournaments I will be playing and if it is Australia or not."
8.233828,12.533459,1,"  Yeah, obviously that opportunity helps, but I'm just getting out there and seizing the opportunity and knowing that I need to make plays in order fo"
7.256764,11.079377,1,"  You know, that's a great question.  I think the biggest thing is for me just studying the game, realizing what my strengths are and what Teams are t"
9.15955,9.592598,7,"He was a very smart player, and now he can share the knowledge he has with the players that he's going to manage. Carlos was always well respected, we"
9.015715,13.308101,8,"  I've never managed to find a comfort zone on this golf course.  It amazes me, but I think that's a tribute to how great of a design it is."
11.310721,11.676752,4,"Congratulations to Wesleyan, and Coach Raba a tremendous game.  It was a battle for 60 minutes.  They got the best of us today, but we battled till th"
9.850245,13.798379,7," The Other Side of Midnight, and Memory -- Memories, something like that.  Two books of Sidney Sheldon.  So I finish them up.  So I don't have any  mo"
9.749932,13.525166,7,"Hi, everybody. I'm Jon Sciambi, and it is my pleasure to welcome you all to this year's announcement of the 8th annual Winter Meetings Charity Auction"
11.180022,11.93947,3,"Andy is fully recovered and has started maybe some light hitting. He's on a regular schedule. He'll be without any sort of setback in any area, he'll "
9.341848,10.294849,7,A lot of different and for the last days I played with some juniors because there is no more big players.
8.544884,10.97159,4,"Yeah, I agree with what both of them said. I think this is a really great way for us to go out, and to go out with this group of people who happen to "
10.155314,11.3314905,2," I cannot think about that right now. Actually, my dream was to play one more good Grand Slam and retire and maybe it is coming true."
7.6483507,15.228295,1,"It was really something that's been in the works for a little bit. I've sort of changed around my strategy going into, I guess, T20 cricket."
9.534484,10.609399,4,I feel great right now.  What a beautiful day to play golf.  Braved the last two holes to kind of get myself back in the game.
10.8043785,10.791943,1,I try not to watch my competitors anyway.  I try not to watch what they do all that much anyway.
10.275225,13.51109,7,"Probably so.  Actually he makes all sizes.  I know that my waist is a 30, but in his clothes I'm a 32, so it makes me feel a little bigger."
6.9165173,14.136238,7,"The field crew at University of Arizona, they were my best buds. Johnny O., he was the director, he still is today. And the mound was absolutely gorge"
10.404527,10.801364,4,"First, just congratulations to Minnesota on a great season. They're a great Team. We saw them early and they definitely presented some unique challeng"
8.465011,15.407314,6,Not really. We were just worrying about today. We knew that going in I guess there wasn't any reserve day. Hopefully the forecast changes. I've seen t
8.452608,13.327086,4,You're obviously one of the leading players on the LET at the moment.  Does that put extra pressure on you coming in this week against players from Am
9.5226965,14.588406,1,"Yeah, it's definitely uncharted territory. And I'm just trying to continue to do what I've tried to do all year, is just take it one day at a time and"
9.383668,9.430198,8,"Yeah, because that's not coming from the players on the field. The players on the field, it's their job to guard against the players on the field. You"
8.809542,13.920029,2,"Gee, this is a Lisa Raymond -- Natasha Zvereva press conference. I don't know. Frankly, I don't know. I don't think anything lacking. She is playing g"
10.314012,9.244317,3,I had injured it the Friday just before the Monday at San Diego the tournament practicing.  I would probably say it affects me most definitely running
6.462108,11.822394,7,"Well, right now, based on what the organization make the move, we hired -- they hired him, before I got here, to be the closer. So that's something th"
7.4794416,12.473113,8,"Yeah, I appreciate the question. I think a lot -- people have spoken on this. I've spoken on this, I addressed it right away. Jeff just spoke."
8.065724,11.931674,5,"The key for them is clearly Plummer. If she's good, then that creates space for everyone else. Everyone else can take a little breath. If they have to"
11.693596,11.796297,7,"We're excited to have with us a number of players who were named to the first and second Teams. Join me in welcoming the All-MLB second Team, designat"
7.8198366,14.647702,7,"I think I will not miss cricket -- I mean, I'll be involved because I can't stay away from this. And somehow I'll be involved with cricket."
7.5506883,14.220925,1,"You know, I can't say we practice it a ton.  We talk about power play, that sort of thing.  Then defending also I think is something we cover and talk"
7.2485647,14.639724,4,"  I think I definitely left  -- I did yesterday, as well.  You know, one of my  -- one of my things about this golf course is that I just don't read t"
9.638439,11.038503,2,"  Yeah, so coming from KPMG I was extremely happy with my long game from tee to green, but the putts were not really dropping that week."
10.457338,10.020191,4,"  Is that aggressive?  (Laughs.) No, I think I played pretty well.  I'm getting it in the fairway, and then I really hit some good iron shots today."
9.907341,11.44469,5,Very happy with the home run. Obviously today all my Teammates were saying today is your day. Today is your day. And it happened so obviously very hap
10.9923525,12.647866,2," I think I was very tired -- I was tired because I have been all the week with diarrhea, because the food here is not very good for me.  I was very ti"
5.9175415,13.255686,4," Yeah, a big surprise.  I was really surprised about; especially Jennifer yesterday.  I knew she had a tough match yesterday.  It wasn't going to be e"
8.81263,10.191717,7," When the rankings were first released, she was ranked third.  I think any time you have a prominent player, there's always discussion.  Anyone who yo"
9.060221,10.118982,4,"I think it affected our Team.  You know, I think collectively a lot of things affected our Team.  I do think that affected our Team."
10.575697,9.122966,1,We started on the back nine and I started off hitting a 5-iron in there probably 18 feet from the hole and knocked it in for birdie.
10.606028,9.4846325,2," He was serving for the match at 5-1.  He was Love-all; he had hit a smash wide, real wide, and it was- -"
7.629702,14.044397,1," You know, that's a hard question to answer simply because you haven't replaced it with another event.  The answer would probably be yes, I would have"
6.472485,13.879152,4,"It was tough for him, first game back.  That's a big game.  Obviously they didn't get a whole lot of time up there, so it's hard to evaluate it that m"
8.499151,12.92093,8,"Sure, I'm appreciative that the officials allowed it to be an aggressive game and they allowed big, physical contact to happen."
7.5379443,15.146632,7,"  Well, you know, I don't think I was consciously thinking about the game at that time, but you pick up things if you're an independent kid."
11.151274,10.971939,7," We have world No. 1, Annika Sorenstam, the recent winner of the U.S. Women's Open and also the lady who won here in 2003.  There must be some good me"
9.743548,9.846959,5,"  Well, start off with our Captain, Sue Bird, just leading us and it goes from the starting five all the way down to the players on the bench as well."
8.019474,15.471772,7,"  I'm sure she is.  They're both great.  Pat was a pod captain last year too so I got to know her pretty well.  Yeah, they're both just great."
7.374213,13.930338,8,I don't know that it's been a bit of a struggle and I think some of what's been identified as a struggle is explosive displays compared to what some o
6.3112693,12.0483,8,"Yes, we missed him in the first half and any conversations I have with him on whether he's coming back or what he's doing I will share with him and pr"
9.06683,10.464865,1,Today I went to the net a lot.  I felt very good.  There are going to be players where I am going to have to come in more.  I am working on that.  It 
8.533553,10.559418,6,"  You know, weather is really good and golf course is really good condition right now, so everybody -- I know everybody play well starting weekend, ri"
10.416402,10.627773,7," I think size-wise, they compare to Nebraska close enough, their center is about the same size, the way their tackles would be, physical.  Just the qu"
10.043939,12.031225,7,"  Lopez?  Yeah, I've faced him plenty of times, yeah, when he was with the Indians and this year with the Devil Rays.  He's a pitcher that comes right"
10.522869,10.392988,5,We have a really good Team. We have a lot of good things going. We have -- we're trying to build the 2020 Team. Our energy's been spent on that. Obvio
5.8693304,12.725632,7,"  Well, there's not uncertainty in my mind with LeBron James.  And [when] I took the job, we didn't have Anthony Davis.  We didn't have the whole Team"
6.3417535,14.658456,2," I think it's just work has been paying off and I did good last year, I just didn't have any wins.  But I was playing good."
7.3125205,14.678632,1,There's no doubt there's been a lot more time going into data and watching games. And there's so much footage now these days that you can't really hid
9.030025,10.354315,2," Yeah, sure, she was.  She was making some doublefaults or easy volley mistakes and -- I mean, she is always a little bit nervous when it is getting c"
8.650196,14.645656,4,"Look, we know we're a great fielding unit. We normally have one of those games somewhere along the line. I'm just happy it's gone now, and I know the "
9.081688,9.780475,2,"But Yadi can hit anywhere. Hit second for us, third, fourth, fifth. He can hit anywhere because Yadi has an approach, and so he's going to be producti"
9.435773,13.6041355,5,I'm living the dream. I know this is a big opportunity for me. It's a big year for me. And I'm going to do my best every outing and enjoy the time.
8.03211,13.96783,5,Feel really good.  I was just thinking like I don't want to discredit my round just because I played a couple bad holes towards the end of the day.
7.6036797,13.86659,8,"I thought we were disciplined. We weren't trying to do so much. I think when we've gone back and we watch how we defended her in the past, I thought i"
8.638168,15.07579,6,"  I mean, it definitely is a high percentage if I have a few days.  But like I said, I'm making some progress, then some days I'm the same.  We'll see"
8.183575,14.564998,2,Just I think my game just is finally coming together.  I'm really comfortable my swing.  My PXG equipment has been working fantastic for me.
7.451149,11.742612,4,"Yeah, it definitely helps when you can get -- see their bullpen. This way you know in a long series like that you know who you're going to face, if yo"
8.194486,12.039261,4,"Yeah, I talked to him a little bit in Houston. A lot of guys who I've played with, we've gone through a couple of levels here and being able to play a"
10.549674,9.013532,2,"I started on 1, so first hole I hit a sand wedge about a foot, got it in my range.  I hit a 9-iron about two feet."
7.598049,15.207135,5,"No, we're trying to win today's game. I'll empty my own tank. There's certainly a couple of guys that I'm not going to use; Greinke and Cole. But we'r"
7.6959567,14.718151,1,I know what the boards feel like (laughter).  I was a little bit confused where he was.  It was six-on-five.  You're just trying to find a spot to sta
11.30777,12.079039,7,"To talk about what Matt was saying and his lacrosse IQ, it was in the fall last year, it was freshmen fall."
9.781469,11.106631,7,"Every off-season we go through our baseball operations policies. Sign stealing was a big focus during the off-season last year, and I expect it will b"
7.508134,13.148563,3,"Yeah, he's in the clubhouse now. He's going to get treatment. He's going to do everything he can to try to get ready."
6.0859375,13.71314,4," I have played Sampras at Wimbledon this year, and that was a big match for me.  I didn't play too bad.  I played a few other guys."
8.133309,12.822292,7,"It's amazing to see.  This is a hockey town.  They've been with us through the ups and downs.  They're excited.  This is something new and special, an"
7.310127,14.810871,8,I think you heard Erik say in the previous interview there would probably be even more wrecks. We certainly don't need more wrecks than what we saw to
10.772713,11.659101,5,I think everybody is excited about the game.  They have enjoyed their experience and they are going to be ready to play.
6.386409,14.190591,8,"I think you're always looking for pitching. I don't know that you ever have enough. I don't know. We'll see what's out there, see whatever. But like I"
9.983356,11.7175,5,"It's a little different than our old stadium, it's got some jagged edges around the outfield. It's going to take some time."
9.532973,12.284515,7, You probably are not going to see us two doing a Stance Little League Clinic.  We are probably the two worst guys you would want to have your kids go
8.383032,11.52913,5,"Yeah, I mean, of course you want to win every game.  I think if you think you're going to sweep every Team or the games that are left, I think you're "
9.504044,9.515909,2,"It would be great for us, great for the Team, great for him.  He's locked in, laser like focus going into this ballgame and practicing well, preparing"
10.940055,12.7027445,7,"  Yes.  Definitely got a lot of congratulations from Mike Whan, for example.  He texted me right after the third round last week, so that felt really "
9.735023,10.655781,1,"  So I been working more on like short game and bunker play and putting as well.  Putting obviously has been paying off.  Short game, not so much so f"
8.213112,15.532493,7,I've been texting him. We've been trying to call and missing each other. He's been hunting in Ohio and somewhere else.
11.098486,10.975986,6," No, I actually got a wild card.  I received an invitation to play Doral as kind of a home player, I live only an hour north of Doral."
11.094186,11.926573,6,We had three-hour training camp practice yesterday (laughing).  It's just prep.  Normal prep in between games.  Our guys are ready.
10.672216,11.269374,7,  Have you ever played in a tournament and the location was so beautiful that you decided to come back for a vacation?  Is Lake Oconee going to be one
10.321221,10.527744,5,"Maybe a chip. I think when you play some of the Teams we play in our division so much, it's probably best not to seen think about it. Using it as ray "
7.7471437,11.549252,3, He was -- it was his back because I saw him in the locker room it was his back.  Which probably coming from the serve.
7.7832026,15.130191,2," We have by far and away the No. 1 player from the Ladies European Tour, Gwladys Nocera.  You've won three times and you're obviously got to be fairly"
6.1461573,14.006984,4,"  Yeah, again, we're our own worst enemy sometimes.  Our turnovers tonight really hurt us badly, unforced turnovers.  We're in a good position.  They'"
7.482806,15.144534,7,"  Well, you know, you're cooking for yourself, paying for your own school.  So you're not living high on the hog, I guess you could say."
7.8841915,14.73977,5,"It means a lot.  We're lucky to have them.  They've been here for us all year, before that, too.  You look to them, can feel comfort in that, follow i"
10.995025,11.660548,4,"  Yeah, I was just pushing.  I was hustling the car, driving as hard as I could, trying to enjoy myself.  I really enjoyed the race conditions, love d"
10.576157,11.673425,4,"  One was sand wedge, and one was my fat baby, 60-degree lob-wedge.  Usually I use that one mostly around the green and in the heavy stuff.  It just c"
6.4410267,14.95652,4," I thought that if I play my best I know that there is a possibility to win, so it wasn't a big surprise for me."
8.043054,14.258443,2,"  Those guys do a great job.  I don't think the height is a key thing.  I think, again, we've just got to make plays."
9.081864,15.0236435,7,"The meetings will probably get longer because he won't get up and leave after he gets bored. Definitely lose some entertainment value, for sure. "
6.9188685,14.619846,1,"So a part of our tactics are bowling according to stumps, stump to stump. That's the field we employ. But we did not hit those lengths or those lines."
9.178057,13.265507,7," I've got a bunch of family in town, so I'll probably just be at home and entertain all of the family that I've got in town."
8.775303,12.182835,4, It was the same thing last week at Evian.  But I guess that's what we call experience and hopefully I will get that one day and I won't be so stresse
10.275672,10.531619,4," No, it was very tough today because it is true, somewhere I have to beat Masur because his ranking is less than mine, and I beat Courier and everybod"
6.932609,13.708762,7," I don't know.  I hope so, but I am not working with the French Federation, so I think my coach will be very happy."
7.183601,13.066387,5,"I think the biggest thing was we went out there, and we're trying to have so much fun. And you'll sit back and review what you're doing, and you get t"
6.8521214,15.392597,7,"My opinion really doesn't matter, so I don't normally give it.  Say what I say, so I'm not going to give my opinion."
11.032817,13.045437,5,"Again, I think it brought us together, kind of similar to this game, like we're in this, and when we can turn it on, it's dangerous."
6.4147916,14.592649,4," It is not nice.  It is not nice.  It needs to be get better, everyone wants it to be better, but I don't think we have enough power, I don't think we"
